Temperature (°C),RPM,Torque (Nm),Vibrations (mm/s),Power Output (MW),Fuel Flow Rate (kg/s),Air Pressure (kPa),Exhaust Gas Temperature (°C),Oil Temperature (°C),Fault
934.9111656806796,14076.906068880951,3133.77102433233,1.954021608697867,103.91209327237394,2.443091951964277,141.0218322537399,500.9679443231376,119.9274430153434,0
913.522841288992,14870.60196866645,3069.523291078164,1.571915079669125,103.41215842492034,3.0294741416652315,128.37173238521427,520.0831511462741,114.0978538779951,1
889.8903673783053,15969.464499529142,3528.071973969609,2.2088403761197,90.21411610011346,2.200920512079362,154.2241879844891,525.5422981028796,111.96639567234304,0
872.2400236653401,15419.470250234806,3316.7358161853163,2.042259237907664,81.70318184791917,3.1162581523768207,157.66910029708433,490.0466368468364,126.38184040728213,1
924.6658950440444,15086.670832185204,3133.6635505587947,1.3640404994436386,97.7840030561496,2.3500382708767447,118.04760541663089,487.1029968437634,120.71420832581092,0
945.9538241493884,14835.276106826454,3262.153506984574,2.4880203596779733,93.6377628734807,2.3702087450999416,140.0150477101069,523.7342001306765,116.0493309387279,0
875.7318226085448,14758.628238908985,3803.2788110507145,0.8141703195705539,90.18674063482536,2.9099168235563315,175.32660535912578,469.111670867318,117.5292056319228,0
827.9974558702853,14540.656744256952,3488.1169637455014,2.5410561564965706,92.97088561960432,2.840857412392763,155.1786085645138,481.0740946794977,114.48262148167709,0
855.5242785187238,15456.792313116624,3628.095959040165,2.8497179915043547,103.9457998548422,2.4339945917020978,158.34190648846493,490.4027816599126,115.4039470124252,1
928.1484618345286,14992.77386456086,3771.088560221099,1.858390980527384,115.32873355636312,2.222692799910887,155.34950777796124,535.8988136248173,108.38248699823588,1
967.7818929402476,15215.96127233697,3295.194281822724,2.3344200652731093,96.28220988476512,2.367917608944759,166.51847166061307,461.78488024597385,137.62473164869613,0
853.9663203460317,15451.138586893325,3691.340637277132,1.404796132162755,106.9516524833014,2.527337460176013,143.22661892232486,494.8932862408646,116.69993131375114,0
906.1148751516142,14599.980717801176,3571.133789712646,1.9768693913668287,90.4538189804994,2.5843576053730826,145.9862956324934,497.52459443265815,115.38254958653872,0
988.5400317817756,15115.350452859342,3467.927983791034,1.7493829461048938,112.12129204233486,2.077324269192842,156.0464580069655,528.4788949512595,96.7457984586032,1
916.4375554829842,15007.3440973646,3538.821526190672,1.2284408860285647,108.64824438491011,2.243820127461983,146.6145112333475,481.9733847243856,125.1025222240502,0
888.2923312638331,15229.98607146956,3448.764049500924,1.8656771233451288,95.08043095130516,2.763689191921195,109.79566690867874,546.7371629695507,119.3822393772944,1
890.7170511668091,15293.182009377546,3445.20138363414,1.0980686037188176,102.2058353773736,2.788703550779971,131.43468322688008,509.75778494688745,129.1090703503375,0
897.02373219691,15492.864997839932,3303.541193149064,0.8908261199744594,101.36746647399232,2.5100330403919453,130.26114526996886,492.9647739456233,122.52033979934878,0
829.6669451575889,14713.199113551547,3001.3458359339847,1.423253787007608,104.36235704801057,2.237255552606112,142.65850707963634,476.203364083789,123.43554577039936,0
1024.6499758716395,14217.598614318971,3563.704200959775,1.296528299743415,88.23355056099948,2.790086993603445,158.68527299844143,487.32294742936347,127.72728377919394,1
848.0047036437235,14655.136112967914,3548.60094441088,2.208732544910648,102.0069869428888,3.095614118578088,155.6047189200499,499.6429753071732,127.99887289705984,1
952.3549151306078,15257.127378008918,3584.038308578998,1.8315524366074307,84.56549056814254,2.839841409152442,159.6506741964237,504.3028681111197,127.85992812703132,0
1028.0042269134397,14948.372619925476,3919.168700361832,2.831866416071737,91.89471370178372,2.947900931332961,128.6863460436087,491.963037975245,124.68531256905123,0
899.0491896048655,14947.775390731264,3118.1287824985416,1.7054439336094365,100.37541841486822,2.874913126055296,172.41873024812492,493.3227521832544,114.56016586627317,1
860.4762772277344,15000.602737681113,3485.205427281124,1.4523647405785978,115.7943789169486,2.602631811895125,130.22941984268198,531.1101597310748,131.26393449722065,0
865.9007876001101,15130.140253291444,3503.522650386732,1.5738876785013378,106.9593210094085,2.886760915422062,170.64778796252793,467.6913637736616,120.9468138947073,0
896.2777042116917,16003.046444079562,3075.859969472987,1.0022341097741307,111.28239783268836,2.26522259123556,149.3499221388462,478.9412810511464,137.77294768030453,1
835.5019550129473,13490.243922089589,3365.013196241889,2.2430923957809696,82.7081711049658,2.8529599761363293,144.3551881615354,486.4777916809175,125.29299933943668,0
840.4348251398676,14698.89396981911,3673.830918499379,1.4362519505234808,100.58370290817896,2.515917793879786,159.56281151111617,518.1621351428824,122.1446326746755,0
976.5375416171848,15312.754008415515,3770.214578482628,1.6442689029581476,86.5274608241865,2.3444086007546274,160.03800467401345,449.97004201427416,132.84080276542286,0
918.7849009172836,16082.501172450542,3560.2214678383484,2.179737898773563,94.66909597984169,3.0418267353510884,123.39547488717324,511.6303963709854,124.892118246643,0
962.787806278676,15094.853083805196,3924.954280603392,1.5302683790070086,86.4624532529024,2.5630024924067767,162.1102730224833,471.1357631542885,116.68760691121604,0
1004.619363784273,14512.73534766468,3755.89298633155,2.1429016433973667,93.02281096101756,2.7900421312751638,137.67857569327353,544.3316088590623,99.73422223400564,0
814.870819788108,14904.486118699915,3225.50689042318,1.390357766738903,98.16471827842848,2.698852327906489,167.9359466406647,505.38242513146525,105.8553698863368,0
863.6431412087566,15249.110874248392,3277.6839500972897,1.770117692084762,112.3340607635267,2.9727627428505907,126.86889565865329,557.0194712516626,118.27186648106594,0
876.0625689168261,14318.412997703595,3286.753013620155,1.8821443775716655,89.6200864501077,2.6559613054305733,150.2821671250625,466.0679411019509,117.528283877556,0
802.395610023875,14816.587794092657,3540.8778063205955,2.3401151042088144,113.6213240368508,2.6691363625020745,134.75733102971805,446.7205325911432,117.45392013986115,0
886.5296582777721,14894.434880586154,3309.536723852241,1.6932061973186028,116.5330963717853,2.8178696717870197,110.90813991033448,468.4301159119041,133.1634483751952,0
895.0412068110309,15424.551055371572,3468.369231125536,2.250842522584394,85.93022537896012,2.229402205167041,144.96896199631726,506.7887680173031,108.25857627518886,1
897.9921024677828,15605.9719926932,3357.063864601914,1.86313537391662,92.3841213496378,2.097962531303564,153.9535113390849,523.3908854653848,106.29157955170994,0
947.5211919093024,14628.764707150976,3378.699322356852,1.9497621397141476,101.02917390523235,2.606601458677041,184.88622229486225,486.8345002856549,131.7111906473757,1
838.4567841783022,15544.374309852094,3571.6907236419243,2.063133868117034,100.47825319784684,1.8757778423827065,164.6430245210947,540.0351840001351,135.0187913379632,0
946.308877376582,14595.198240039175,3676.281505784714,2.1230418076582045,101.09571580077858,2.5119141465158905,144.6326240172524,514.6739166994786,116.92422610436256,0
868.8429736787618,15007.136533918218,3104.354950125038,1.632883339014481,90.971910730372,2.3841661671741576,124.91954695142968,461.068148729563,113.58888345847232,1
861.6326218555976,15371.063745535948,3357.5652271647914,1.56076309932897,89.00955248445128,1.5866030382270515,154.03477309592088,467.6505480011232,104.90006829420793,0
903.8684153823808,14158.280903889525,3633.083364738356,1.8756920731166613,108.6254348461517,2.159748656416663,159.74436389260853,489.96188436409113,118.69424542704829,0
1006.1078098506316,16031.262459621572,3126.051660060916,1.6658274025765991,130.98299434071257,2.7189318811102585,158.91677750458493,507.6238306121431,119.21669151069842,0
866.1419144243944,14782.256814715078,3572.2834634546207,1.521215522492394,103.80778071365052,2.9077892798094416,127.49604344524552,485.143547059858,126.09951387331978,0
978.6993381645016,15584.794996213886,3106.299157312389,1.7043576055990528,82.0692360208761,2.361907971227691,159.59879482296557,469.9918843166964,116.9360457291348,1
923.852041361156,15119.702250267688,3225.651374147299,2.478966027607842,99.98285846330936,2.3489049218873213,184.92981263189245,540.4607959593653,121.70484680696914,0
853.3366020463402,14924.581144216652,3500.8459717988303,1.6941831316527205,113.3932658948,2.613178977802668,134.48787277124794,512.2583224269175,114.97413486094317,0
909.2418061847436,15121.97659895425,3289.7380176721317,2.1056982837353293,85.59018365475082,2.6629096837868955,179.80275044199684,550.3287632646841,118.91151374930838,1
932.2687974792574,14758.46947415828,3642.542405772266,1.9970226453936355,103.37955554145026,2.893348688981085,134.9730906079326,514.184452097835,113.3164183600911,0
861.6101217447936,14876.487149627004,3341.820123666489,2.341611507394404,100.64505972862572,2.682186704530508,158.33746125180082,463.5960991954123,123.09054438104287,0
832.5907288947144,14835.690762125509,3602.299915072372,2.49689110726522,100.73336744778136,2.4809830443895566,165.48045548142105,471.3668412112711,111.90264532610188,0
898.2657556306609,14820.82992398939,3344.0294107556724,1.942598875620468,109.06544157109964,2.940355133499193,163.17263905581018,532.9245491405949,121.33941882952011,0
927.1800077297216,14748.512614724328,3459.495154587034,2.1454823650687214,109.1262032254044,2.5974274718600627,133.8130663041024,528.0242432670109,130.73340176863545,0
845.9468336200051,14930.2768621595,3535.0573557867847,0.6875914718129441,93.68597444433442,2.259066749814006,156.10301671749946,521.5179063134965,119.20150846512205,1
908.6590462925592,15100.284598615472,3570.500993671376,1.87546407767348,93.71856260830822,2.902654039373456,150.06120233477145,486.6971174529489,116.9178407183917,0
992.3318498023832,14853.016526167909,4148.618593918946,2.124162571257941,104.02268077201298,3.347266127918561,111.48865279334244,558.9065850063145,118.756990611215,0
906.6484837073438,15267.252824240277,3674.439400014596,1.503205242202982,91.50279078522304,2.6080678111232287,133.23276239998384,535.9467617960386,113.88484197961644,0
909.0933127529248,15296.77836114043,3515.71540594383,2.0008095156784704,91.83845010971956,2.146832074764637,147.66857307093343,497.191729299009,106.74842844802238,0
933.74097460833,14699.788217130648,3579.1639562191845,1.5759672009847456,112.67960487103088,2.4386932820063056,161.47534219803802,415.6811505014575,111.67610555030558,0
849.6991309250149,15553.540334643489,3708.3449328117695,1.5774230207869206,93.46537104275193,2.715750599906631,182.3408984904337,507.3649604538294,124.0219782491235,1
906.014781585595,15106.598314118844,3695.684422405607,2.4262343217164752,92.83426511575895,2.505414175740467,147.23329435967244,479.10616730639936,115.24515258810555,0
885.9449853557022,14521.42454255248,3760.701586386952,1.7353994950942435,89.76746776624415,2.680219904543677,130.939190732703,564.4611888181115,119.4213384078566,0
957.9297789503702,15383.040139192344,3675.209358505959,1.990063182315844,109.73726230852368,2.061849730174454,194.28659885113197,503.4679021603972,132.83354577288205,0
899.8198730454716,14922.050911031669,3520.687625861621,2.516940527462104,100.19599616577628,2.398636667357858,158.4249475738196,450.852630227164,122.9401639930663,1
851.2659164886339,14500.807280405854,3322.1518343543357,2.0772468327976257,96.56794073156962,2.3569370618068493,153.05051765795233,515.9240475101819,132.373697935636,0
912.1669724661346,15287.602508053284,3840.634521983608,2.023039610816576,106.63545618498436,2.6197132421939577,163.46945592316462,507.0478437526435,96.63930394978738,0
936.0836032021616,13780.591420861783,3474.469063696362,2.675426165349503,105.20756120358712,2.5706367385333344,173.34435466608747,472.3452903103936,120.073506749197,0
824.2127942501384,14334.843187130506,3648.837142063007,2.1990736325612685,113.3696907355596,2.2619620810349588,139.330951084482,495.4394328310191,107.9918100016496,0
884.8765156755936,15740.8317012313,3546.3684184269696,1.3621586700021342,99.55726680155352,2.1796832268884363,180.3684406130436,477.72022502682864,113.9247909007929,0
973.5585163746804,15314.764792110906,3577.675145846033,2.657754145470052,117.50925941927144,2.7494496600794984,159.69469295937847,483.41227951291296,110.34332086152769,0
897.7206991822251,15445.191581759893,3699.1163028004057,1.485013862611532,109.5799394148002,2.325381599772096,131.33761822627716,493.4176303708379,117.38054993575646,0
902.4042473330692,15250.422237472229,3727.462908472946,2.332684467516415,84.91444031787144,2.7278500112548367,144.25780990275314,475.42200607431886,120.31589006152578,0
888.9517913085168,15558.69940795123,3564.416462153397,1.937857111418782,115.40441239776672,2.293266460683463,169.9033533031721,484.6794818541305,119.89060948039914,0
936.9233289997704,16028.10356497016,3847.7702703706655,0.4961838301531214,111.67509822986446,2.180190348511696,148.86422808227445,456.1909269437233,112.98750455595923,0
846.1127611035347,14961.0814014936,3468.9481902350503,1.7978190036549886,98.35758014967968,2.267486511095128,149.8168192293069,516.4321693621268,111.335522300476,0
853.0060106836322,15143.562082600913,3644.295864751469,1.8731619612288093,103.06389482073412,2.6827406557160542,161.57819636138268,488.2039698895343,133.951019065023,1
975.1996494291344,14848.136985611667,3558.5430964283705,2.1206201242033647,101.25886530576658,2.1842358424389667,166.52844648383532,552.9447765137521,132.354317757568,0
871.209087967766,14664.689895461675,4073.6806111333535,1.6335155504381205,110.94179547521476,2.90965793875788,154.50513363967198,527.2988762258168,99.86175243718922,0
1013.53464289022,15566.885048433533,3466.873717936473,2.2479025105137853,114.98097633487784,2.360569832826481,162.46684601349656,509.4206780745834,120.07673193321506,1
928.9645749800544,14424.492958190249,3754.378484387731,1.2485646956588052,102.87563905167328,3.1632069178047293,181.788825671234,530.2135347023711,118.8963524070814,1
